Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time,Protein_to_Carbs_ratio,Carbs_to_Fat_ratio
dash,Cupid's Cider Cocktail,world,0.12,7.71,0.1,10/16/2022,20:31:58,0.016,77.1
dash,Ultimat Sparkler,world,0.32,16.32,0.08,10/16/2022,20:31:58,0.02,204.0
dash,Shrimp Creole,american,206.36,76.37,38.81,10/16/2022,20:31:58,2.702,1.968
dash,Roasted Delicata with Bacon-Shallots and Pomegranate,american,32.85,132.06,45.75,10/16/2022,20:31:58,0.249,2.887
dash,Virgin Mary,american,10.81,56.54,3.63,10/16/2022,20:31:58,0.191,15.576
dash,Mashed Rutabagas recipes,american,10.22,43.35,5.28,10/16/2022,20:31:58,0.236,8.21
dash,New Cuban,world,3.0,17.62,0.07,10/16/2022,20:31:58,0.17,251.714
dash,Herbed Lemon Chicken Breasts,french,246.71,16.47,55.44,10/16/2022,20:31:58,14.979,0.297
dash,"Coconut, caramel & pecan dairy-free ice cream",american,26.43,77.92,209.71,10/16/2022,20:31:58,0.339,0.372
dash,Good Eats Meatloaf,american,240.63,181.67,134.31,10/16/2022,20:31:58,1.325,1.353
dash,Pisco Sour Recipe,world,3.0,18.13,0.06,10/16/2022,20:32:04,0.165,302.167
dash,Remontel Toddy Recipe,world,0.98,25.76,0.29,10/16/2022,20:32:04,0.038,88.828
dash,Emerald Martini,world,0.48,18.37,0.21,10/16/2022,20:32:04,0.026,87.476
dash,Fried Oysters,mediterranean,204.24,339.24,617.63,10/16/2022,20:32:04,0.602,0.549
dash,Grilled Asparagus Rafts,chinese,8.25,13.59,7.87,10/16/2022,20:32:04,0.607,1.727
dash,Summer's Delight,world,1.46,40.52,0.37,10/16/2022,20:32:04,0.036,109.514
dash,Garden Fresh Israeli Couscous,middle eastern,34.49,205.58,30.03,10/16/2022,20:32:04,0.168,6.846
dash,Blue Crab Deviled Eggs,mediterranean,90.81,12.42,229.51,10/16/2022,20:32:04,7.312,0.054
dash,Rosemary Roasted Almonds,french,0.68,1.98,14.59,10/16/2022,20:32:04,0.343,0.136
dash,Red Snapper,world,0.69,4.5,0.22,10/16/2022,20:32:04,0.153,20.455
dash,Vanilla Bean Crème Brûlée,french,52.16,163.36,53.35,10/16/2022,20:32:04,0.319,3.062
dash,The Yellow Jacket Recipe,world,0.23,22.03,0.18,10/16/2022,20:32:04,0.01,122.389
dash,Tippled Red Wine Linguine,french,76.67,195.98,76.25,10/16/2022,20:32:04,0.391,2.57
dash,Hungry Girl’s Spiced Apple Salad,south american,2.86,20.04,4.11,10/16/2022,20:32:04,0.143,4.876
dash,Meatloaf Muffins,american,88.25,29.18,97.16,10/16/2022,20:32:04,3.024,0.3
dash,Knickerbocker Swizzle,world,1.34,33.32,0.22,10/16/2022,20:32:04,0.04,151.455
dash,Cashew-Crusted Tilapia With Wild Rice,mediterranean,13.7,46.89,12.95,10/16/2022,20:32:04,0.292,3.621
dash,Pok Pok's Rhubarb Blush Recipe,south east asian,0.14,3.16,0.02,10/16/2022,20:32:04,0.044,158.0
dash,Poor Man's Soup,american,28.98,93.73,10.66,10/16/2022,20:32:11,0.309,8.793
dash,Garlic Herb Chicken,mediterranean,103.2,8.17,21.79,10/16/2022,20:32:11,12.632,0.375
dash,Blue Cheese Dressing recipes,american,18.7,8.48,23.38,10/16/2022,20:32:11,2.205,0.363
dash,Faux Fried Chicken,american,38.07,117.44,13.4,10/16/2022,20:32:11,0.324,8.764
dash,Butternut Souffle,italian,6.17,20.92,4.17,10/16/2022,20:32:11,0.295,5.017
dash,Spinach & Cheese Strata,american,180.08,220.14,166.89,10/16/2022,20:32:11,0.818,1.319
dash,Chicken chow mein,italian,98.55,134.91,37.38,10/16/2022,20:32:11,0.73,3.609
dash,The Lion's Tail Recipe,world,0.92,16.29,1.24,10/16/2022,20:32:11,0.056,13.137
dash,Sesame Chicken,chinese,138.91,86.9,83.5,10/16/2022,20:32:11,1.599,1.041
dash,Grandmother's Banana Pudding,british,38.24,293.61,29.81,10/16/2022,20:32:11,0.13,9.849
dash,Come Fly With Us,world,0.34,17.03,0.09,10/16/2022,20:32:11,0.02,189.222
dash,Portmanteau Cocktail Recipe,world,0.34,11.73,0.12,10/16/2022,20:32:11,0.029,97.75
dash,The Chanel 75 Cocktail,world,0.09,14.0,0.04,10/16/2022,20:32:11,0.006,350.0
dash,Grandma's Rice Pudding,british,91.7,481.48,182.6,10/16/2022,20:32:11,0.19,2.637
dash,Pink Passion,world,0.07,14.77,0.09,10/16/2022,20:32:11,0.005,164.111
dash,Cheesy Onion Artichoke Dip,mediterranean,95.87,106.94,184.28,10/16/2022,20:32:18,0.896,0.58
dash,Wildly Interesting Wild Mushroom & Arugula Tart,american,80.66,199.24,697.65,10/16/2022,20:32:18,0.405,0.286
dash,3-Ingredient Walnut Flourless Cake,american,72.47,293.63,202.57,10/16/2022,20:32:18,0.247,1.45
dash,Gazpacho,mediterranean,4.24,15.49,0.59,10/16/2022,20:32:18,0.274,26.254
dash,Easy Roasted Potatoes With Garlic Recipe,american,33.27,276.96,74.64,10/16/2022,20:32:18,0.12,3.711
dash,Far-Out Curry Dip,indian,0.7,4.17,178.24,10/16/2022,20:32:18,0.168,0.023
dash,Sparkling Julep,world,0.12,18.16,0.01,10/16/2022,20:32:18,0.007,1816.0
dash,Rusty Gate,world,0.04,3.03,0.03,10/16/2022,20:32:18,0.013,101.0
dash,Chicken with Black Bean Salsa,mexican,47.6,34.91,18.33,10/16/2022,20:32:18,1.364,1.905
dash,Zombie Cocktail Recipe,american,0.79,9.05,0.22,10/16/2022,20:32:18,0.087,41.136
dash,Warm Turnip Spread,french,12.56,30.23,20.62,10/16/2022,20:32:18,0.415,1.466
dash,Peanut Butter Macaroons,french,24.82,163.56,66.47,10/16/2022,20:32:18,0.152,2.461
dash,Whiskey Cream Sauce,world,5.7,12.43,79.33,10/16/2022,20:32:18,0.459,0.157
dash,Porcini Mushroom Risotto,italian,37.1,179.31,79.93,10/16/2022,20:32:18,0.207,2.243
dash,BBQ Pot Stickers,american,136.57,670.24,279.41,10/16/2022,20:32:18,0.204,2.399
dash,Chocolate Coconut Nests with Jelly Bean Eggs Recipe,french,10.45,97.09,51.51,10/16/2022,20:32:18,0.108,1.885
dash,Chicken Sausage And Potato Skillet,american,20.94,65.36,19.01,10/16/2022,20:32:18,0.32,3.438
dash,Maryland Style Mac 'n' Cheese recipes,american,362.96,580.46,428.77,10/16/2022,20:32:24,0.625,1.354
dash,No Fail Black Beans And Rice Garnished With Crispy Baked Plantain Chips,south american,49.39,374.13,20.78,10/16/2022,20:32:24,0.132,18.004
dash,Raw Vegan Coconut Macaroons,american,31.57,95.83,112.34,10/16/2022,20:32:24,0.329,0.853
dash,Lithuanian Summer Borscht,south east asian,42.28,128.69,25.92,10/16/2022,20:32:24,0.329,4.965
dash,Don't Mind If I Do Recipe,world,0.1,18.79,0.06,10/16/2022,20:32:24,0.005,313.167
dash,Fennel-Mint Green Mix recipes,mediterranean,0.72,2.17,0.6,10/16/2022,20:32:24,0.332,3.617
dash,Homemade Mayonnaise,american,8.65,7.07,341.31,10/16/2022,20:32:24,1.223,0.021
dash,Korean Hwayo Negroni,world,0.02,0.86,0.0,10/16/2022,20:32:24,0.023,
dash,Mint Cream Dream,french,78.0,157.1,73.96,10/16/2022,20:32:24,0.496,2.124
dash,Apple Pie Grilled Cheese Sandwich recipes,american,20.42,63.28,44.17,10/16/2022,20:32:24,0.323,1.433
dash,Espresso Crème Brûlée,french,55.77,186.45,49.84,10/16/2022,20:32:24,0.299,3.741
dash,Spiced Oven Fries,american,11.23,93.43,14.7,10/16/2022,20:32:24,0.12,6.356
dash,Commodity Pasta,italian,93.43,344.51,88.59,10/16/2022,20:32:24,0.271,3.889
dash,Creamy Tomato Lasagna,italian,268.39,213.68,246.97,10/16/2022,20:32:24,1.256,0.865
dash,The Pessimist's Requiem,world,0.21,33.93,0.15,10/16/2022,20:32:24,0.006,226.2
dash,Baby Takes a Nap Recipe,world,0.0,10.48,0.0,10/16/2022,20:32:24,0.0,
dash,Cold Pudding with Bulgur Grain,british,49.03,116.12,148.69,10/16/2022,20:32:24,0.422,0.781
dash,Celery & Blue Cheese Dip with Tomato Juice,american,10.32,10.65,9.37,10/16/2022,20:32:31,0.969,1.137
dash,Spiked Vanilla Chai Froth,world,1.49,20.07,2.87,10/16/2022,20:32:31,0.074,6.993
dash,Roasted Asparagus with Balsamic Browned Butter,american,11.22,20.01,23.66,10/16/2022,20:32:31,0.561,0.846
dash,Thai spinach bites,south east asian,8.83,36.33,9.66,10/16/2022,20:32:31,0.243,3.761
dash,Raw Kale Shiitake Salad recipes,mediterranean,10.38,22.63,38.08,10/16/2022,20:32:31,0.459,0.594
dash,Fruit Crisp,american,25.33,316.89,99.11,10/16/2022,20:32:31,0.08,3.197
dash,Foolproof Chocolate Fudge,american,70.61,568.83,240.49,10/16/2022,20:32:31,0.124,2.365
dash,Cheese Straws,american,73.91,383.47,217.48,10/16/2022,20:32:31,0.193,1.763
dash,Lime Scallops,mediterranean,110.91,53.3,45.31,10/16/2022,20:32:31,2.081,1.176
dash,Cheddar Ginger Wafers Recipe,american,64.84,109.96,123.89,10/16/2022,20:32:31,0.59,0.888
dash,Lemon & Walnut Crusted Cod,american,47.49,17.28,44.54,10/16/2022,20:32:31,2.748,0.388
dash,Cranberry-Whiskey Sour Slush,world,1.93,258.75,0.7,10/16/2022,20:32:31,0.007,369.643
dash,Carpaccio of Cherries with Creme Fraiche,french,1.72,22.07,11.15,10/16/2022,20:32:31,0.078,1.979
dash,Chicken with Apricot Dijon Mustard,french,104.02,118.15,12.87,10/16/2022,20:32:31,0.88,9.18
dash,10-Minute Egg Drop Soup,chinese,43.17,69.38,42.96,10/16/2022,20:32:31,0.622,1.615
dash,Cheese Balls Three Ways,american,16.27,13.57,179.47,10/16/2022,20:32:31,1.199,0.076
dash,Ooey-Gooey Jam Jar Bars,american,28.27,508.59,164.98,10/16/2022,20:32:31,0.056,3.083
dash,Apple Pie,american,20.96,564.57,142.26,10/16/2022,20:32:31,0.037,3.969
dash,Scottish Breakfast,world,0.6,11.14,10.5,10/16/2022,20:32:37,0.054,1.061
dash,Hibiscus Mojito recipes,caribbean,0.24,82.21,0.07,10/16/2022,20:32:37,0.003,1174.429
dash,Hand-Formed Parmesan Tater Tots,italian,36.61,85.51,30.3,10/16/2022,20:32:37,0.428,2.822
dash,Fines-Herbes Omelet: Conventional and Classic,french,19.4,4.6,20.42,10/16/2022,20:32:37,4.217,0.225
dash,Patriots Punch,world,0.13,16.28,0.1,10/16/2022,20:32:37,0.008,162.8
dash,Ultimate Country Style Soup,american,78.05,104.08,175.56,10/16/2022,20:32:37,0.75,0.593
dash,Heavenly Bread,american,69.85,179.1,466.66,10/16/2022,20:32:37,0.39,0.384
dash,Prairie Fizz,world,0.59,15.67,0.17,10/16/2022,20:32:37,0.038,92.176
dash,Couscous with Orange,italian,9.97,54.46,0.5,10/16/2022,20:32:37,0.183,108.92
dash,Champagne and Summer Fruit Wedding Jelly recipes,french,24.82,70.45,0.26,10/16/2022,20:32:37,0.352,270.962
dash,Tennessee Hollow,world,0.04,1.12,0.0,10/16/2022,20:32:37,0.036,
dash,Kerouac Cocktail,american,0.18,8.32,0.1,10/16/2022,20:32:37,0.022,83.2
dash,Roasted Cedar-Plank Salmon with Mustard-Maple Glaze,nordic,149.32,77.47,41.86,10/16/2022,20:32:37,1.927,1.851
dash,Honeyed Cherry Daiquiri,world,0.85,31.88,0.17,10/16/2022,20:32:37,0.027,187.529
dash,Summer-Squash Bowl,caribbean,47.7,18.17,24.89,10/16/2022,20:32:37,2.625,0.73
dash,Grilled Fuji-n-Chick 'Wich,american,38.03,41.48,24.15,10/16/2022,20:32:37,0.917,1.718
dash,Fresh Peach Salsa,mexican,5.4,59.11,1.47,10/16/2022,20:32:37,0.091,40.211
dash,Beet and Hearts of Palm Salad Recipe,mediterranean,20.58,34.45,14.46,10/16/2022,20:32:44,0.597,2.382
dash,Lemon-Blueberry with Mascarpone Oatmeal,american,7.57,40.93,9.9,10/16/2022,20:32:44,0.185,4.134
dash,Green Beans with Caramelized Onions,italian,9.98,70.43,23.38,10/16/2022,20:32:44,0.142,3.012
dash,Original Ranchandreg; Pork Chops,american,106.57,19.57,35.82,10/16/2022,20:32:44,5.446,0.546
dash,The White Gold of Norway?!,french,47.49,17.28,44.54,10/16/2022,20:32:44,2.748,0.388
dash,Bite-size Cherry Pie Bites,french,35.04,310.51,186.53,10/16/2022,20:32:44,0.113,1.665
dash,Apple Cinnamon Turnovers,middle eastern,13.99,155.78,36.19,10/16/2022,20:32:44,0.09,4.305
dash,Spicy Chicken Salad,south american,52.15,3.69,6.73,10/16/2022,20:32:44,14.133,0.548
dash,"Strawberry, Arugula, And Goat Cheese Pizza",italian,51.79,191.02,56.56,10/16/2022,20:32:44,0.271,3.377
dash,Hasselback Eggplant Parmesan,american,139.61,159.23,148.51,10/16/2022,20:32:44,0.877,1.072
dash,Neely Clam Chowder,american,203.96,186.92,73.13,10/16/2022,20:32:44,1.091,2.556
dash,Intro to Aperol Recipe,french,0.11,8.19,0.05,10/16/2022,20:32:44,0.013,163.8
dash,Cauliflower Canapés,mediterranean,39.8,171.75,77.97,10/16/2022,20:32:44,0.232,2.203
dash,"grilled rock cod with miso, leek, and nectarine compote",japanese,67.22,66.34,33.57,10/16/2022,20:32:44,1.013,1.976
dash,Pépa (Cognac And Vodka Cocktail),world,0.12,2.12,0.02,10/16/2022,20:32:51,0.057,106.0
dash,Original Martini,american,0.1,6.69,0.01,10/16/2022,20:32:51,0.015,669.0
dash,Asian (Soy and Citrus) Glazed Chicken Thighs,indian,152.58,28.84,145.1,10/16/2022,20:32:51,5.291,0.199
dash,Southern Green Beans,american,207.94,82.62,58.92,10/16/2022,20:32:51,2.517,1.402
dash,The Cherry Bomb,world,1.03,19.76,0.23,10/16/2022,20:32:51,0.052,85.913
dash,Super Breakfast Burritos,mexican,76.58,143.62,61.97,10/16/2022,20:32:51,0.533,2.318
dash,Paloma Point (Mezcal Negroni With Grapefruit) Recipe,world,0.21,2.96,0.03,10/16/2022,20:32:51,0.071,98.667
dash,Smoky Iced Tea and Whiskey Cooler Recipe,british,0.13,11.37,0.15,10/16/2022,20:32:51,0.011,75.8
dash,Prosciutto-Melon Toast,italian,9.18,18.61,7.48,10/16/2022,20:32:51,0.493,2.488
dash,Breaded Chicken Fingers,american,102.95,36.31,43.9,10/16/2022,20:32:51,2.835,0.827
dash,"Dark Chocolate, Chia, and Cherry Pecan Bar",american,10.48,94.15,67.01,10/16/2022,20:32:51,0.111,1.405
dash,Cucumber-Radish Salad,south american,9.69,28.35,2.38,10/16/2022,20:32:51,0.342,11.912
dash,Grilled Corn Casserole,american,16.45,80.78,103.62,10/16/2022,20:32:51,0.204,0.78
dash,Country Chicken Pâté,french,151.74,33.72,65.53,10/16/2022,20:32:51,4.5,0.515
dash,The Scarlet Snake Cocktail,world,1.6,12.84,0.12,10/16/2022,20:32:51,0.125,107.0
dash,Ghanaian Inspired Black Eye Pea's,american,31.83,58.2,16.77,10/16/2022,20:32:51,0.547,3.47
dash,Ultra-Creamy Mashed Potatoes,american,69.03,370.79,77.97,10/16/2022,20:32:51,0.186,4.756
dash,Time for a Drink: Hai Karate Recipe,world,0.42,13.38,0.11,10/16/2022,20:32:58,0.031,121.636
dash,Simple Cucumber Salad,american,2.63,17.19,6.21,10/16/2022,20:32:58,0.153,2.768
dash,Fresh Mint Ice Cream,french,29.59,187.4,46.72,10/16/2022,20:32:58,0.158,4.011
dash,Rise and Shine,american,21.19,27.6,20.95,10/16/2022,20:32:58,0.768,1.317
dash,"Assorted Greens with Feta, Cinnamon Dusted Pecans and Raspberry Vinaigrette",american,24.97,173.85,306.44,10/16/2022,20:32:58,0.144,0.567
dash,Microwave Brownie in a Mug (single serving) Recipe recipes,french,3.74,55.72,29.63,10/16/2022,20:32:58,0.067,1.881
dash,Bloody Mary,world,0.92,5.55,0.3,10/16/2022,20:32:58,0.166,18.5
dash,Three Onion Mac and Cheese,american,113.95,285.32,126.13,10/16/2022,20:32:58,0.399,2.262
dash,Gin-To-The-Fire,american,0.19,9.84,0.08,10/16/2022,20:32:58,0.019,123.0
dash,Spicy Butterscotch Pudding,british,15.18,110.08,47.34,10/16/2022,20:32:58,0.138,2.325
dash,Savory Chinese Soybean Milk Soup,chinese,57.41,157.76,96.96,10/16/2022,20:32:58,0.364,1.627
dash,Tomatillo-Avocado Salsa Fresca Recipe,south american,6.28,35.79,24.24,10/16/2022,20:32:58,0.175,1.476
dash,Strega's Walnut Manhattan,world,0.2,9.32,0.08,10/16/2022,20:32:58,0.021,116.5
dash,Oregon Thanksgiving Special Recipe,world,0.77,0.8,0.02,10/16/2022,20:32:58,0.962,40.0
dash,Spicy Haddock Fish Cakes,mediterranean,102.58,164.23,3.68,10/16/2022,20:32:58,0.625,44.628
dash,Scotch Bonnet Marmalade Cocktail,world,0.34,22.14,0.13,10/16/2022,20:32:58,0.015,170.308
dash,Old Fashioned (Bourbon and Orange) Ice Cream Recipe,american,30.29,178.43,205.5,10/16/2022,20:32:58,0.17,0.868
dash,Barbecue Wings,american,400.36,49.21,656.96,10/16/2022,20:32:58,8.136,0.075
dash,Zucchini Custards with Tomatoes and Basil,italian,71.88,86.68,47.81,10/16/2022,20:33:04,0.829,1.813
dash,Bananas Foster,american,17.42,295.9,181.86,10/16/2022,20:33:04,0.059,1.627
dash,Skinnygirl Sweet Potato Pie Cocktail,world,1.1,20.76,4.2,10/16/2022,20:33:04,0.053,4.943
dash,Cranberry Citrus Dressing,american,7.64,747.92,3.26,10/16/2022,20:33:04,0.01,229.423
dash,Apple-Pecan Mini Pies recipes,american,48.31,380.02,104.58,10/16/2022,20:33:04,0.127,3.634
dash,Ring-My-Bella Mushroom Sandwich,american,15.21,40.5,28.64,10/16/2022,20:33:04,0.376,1.414
dash,City Lights,world,1.86,13.12,0.2,10/16/2022,20:33:04,0.142,65.6
dash,Blackwood's Gin Spring,world,0.58,14.85,0.17,10/16/2022,20:33:04,0.039,87.353
dash,Rice Pudding,british,60.7,608.7,195.5,10/16/2022,20:33:04,0.1,3.114
dash,Individual Sausage Casseroles recipes,british,134.95,21.16,121.68,10/16/2022,20:33:04,6.378,0.174
dash,Sammy’s Maui Mama,world,0.49,20.96,0.15,10/16/2022,20:33:04,0.023,139.733
dash,Toasted Paprika Chickpeas,mediterranean,30.39,99.03,28.82,10/16/2022,20:33:04,0.307,3.436
dash,The Prince Of Wales' Cocktail,world,0.31,9.79,0.06,10/16/2022,20:33:04,0.032,163.167
dash,Bloody Mary-Flavored Gazpacho Recipe,american,10.49,52.84,110.43,10/16/2022,20:33:04,0.199,0.478
dash,Meat Lite: Lentil Sausage Ragout,middle eastern,81.5,181.04,71.26,10/16/2022,20:33:04,0.45,2.541
dash,Bacon Cheddar Frittata,italian,37.88,9.08,56.85,10/16/2022,20:33:04,4.172,0.16
dash,Bourbon-Caramel Truffles,american,11.06,141.96,46.94,10/16/2022,20:33:11,0.078,3.024
dash,Marissa Hermer’s Apple Pie,british,34.18,397.77,194.93,10/16/2022,20:33:11,0.086,2.041
dash,Swiss Chard with Garlic and Oregano,eastern europe,5.33,11.86,5.1,10/16/2022,20:33:11,0.449,2.325
dash,School of Tapas: Garlic Soup Shots,mediterranean,101.61,36.44,228.64,10/16/2022,20:33:11,2.788,0.159
dash,Bourbon Renewal Recipe,world,0.33,19.7,0.13,10/16/2022,20:33:11,0.017,151.538
dash,French Toast ‘n’ Cheese Sandwich,french,15.51,60.45,29.26,10/16/2022,20:33:11,0.257,2.066
dash,Aunt Trish’s Salad Dressing,american,14.9,14.82,172.03,10/16/2022,20:33:11,1.005,0.086
dash,Tiramisu Truffles,italian,29.48,191.81,161.76,10/16/2022,20:33:11,0.154,1.186
dash,Caramel Pears,american,2.06,97.72,0.56,10/16/2022,20:33:11,0.021,174.5
dash,Turmeric Carrot Spread,mediterranean,7.34,31.2,44.58,10/16/2022,20:33:11,0.235,0.7
dash,Ruby Can't Fail,world,0.31,13.35,0.07,10/16/2022,20:33:11,0.023,190.714
dash,Chocolate Peanut Butter Sea Salt Power Bites,american,200.51,393.97,138.58,10/16/2022,20:33:11,0.509,2.843
dash,Chili Cheese Egg Bake recipes,american,226.5,94.25,314.04,10/16/2022,20:33:11,2.403,0.3
dash,Dinner Tonight: Chipped Beef Gravy,american,27.23,46.93,24.22,10/16/2022,20:33:11,0.58,1.938
dash,Crunchy Snow Peas with Toasted Almonds,american,17.31,44.63,37.23,10/16/2022,20:33:11,0.388,1.199
dash,Pommes De Terre En Robe Des Champs,mediterranean,40.14,259.98,40.45,10/16/2022,20:33:18,0.154,6.427
dash,Cheddar Potato Casserole,italian,20.46,122.46,48.55,10/16/2022,20:33:18,0.167,2.522
dash,Sweet-and-Sour Almond Chicken,chinese,22.41,30.71,7.18,10/16/2022,20:33:18,0.73,4.277
dash,Sunchoke Chips with Warm Blue-Cheese Dip,american,52.84,171.55,50.66,10/16/2022,20:33:18,0.308,3.386
dash,Blue Cheese-Topped Pork Chops,mediterranean,129.81,4.35,102.9,10/16/2022,20:33:18,29.841,0.042
dash,A Creamy Sauced Pasta With Artichokes And Bacon,mediterranean,136.18,322.0,152.19,10/16/2022,20:33:18,0.423,2.116
dash,Sensational Turkey Noodle Soup,american,65.4,50.29,16.52,10/16/2022,20:33:18,1.3,3.044
dash,Velvety Bittersweet Chocolate Pudding,british,26.76,207.68,74.93,10/16/2022,20:33:18,0.129,2.772
dash,Guacamole,mexican,18.66,86.54,118.41,10/16/2022,20:33:18,0.216,0.731
dash,Turkey Caesar Sandwich recipes,american,30.13,29.58,19.5,10/16/2022,20:33:18,1.019,1.517
dash,Pots De Creme A L’orange,french,36.91,221.5,123.57,10/16/2022,20:33:18,0.167,1.793
dash,Grilled Asparagus Rafts,british,12.59,21.26,8.11,10/16/2022,20:33:18,0.592,2.621
dash,Chicken Sicilian,italian,178.89,83.44,230.66,10/16/2022,20:33:18,2.144,0.362
dash,Fennel Coleslaw,mediterranean,8.9,64.51,1.39,10/16/2022,20:33:18,0.138,46.41
dash,Holiday Brunch Bake,american,151.32,153.24,256.1,10/16/2022,20:33:18,0.987,0.598
dash,Fire Roasted Tomato Soup,american,8.14,40.92,29.6,10/16/2022,20:33:18,0.199,1.382
dash,Pickled Cucumber and Onion Appetizer,american,12.86,94.98,10.46,10/16/2022,20:33:18,0.135,9.08
dash,The Rosita,american,0.02,0.77,0.0,10/16/2022,20:33:18,0.026,
dash,Apple Phyllo Cornucopias recipes,mediterranean,33.67,458.82,59.43,10/16/2022,20:33:24,0.073,7.72
dash,"Lime, Soy, and Maple Drizzle",american,2.37,32.94,7.83,10/16/2022,20:33:24,0.072,4.207
dash,Coconut Meringues,french,13.19,110.55,14.37,10/16/2022,20:33:24,0.119,7.693
dash,"Vidalia Onion Burger with Honeydew Melon, Caramelized Onions and Goat Cheese",american,108.71,170.01,117.39,10/16/2022,20:33:24,0.639,1.448
dash,Pumpkin Maple Milkshake,american,1.87,21.6,4.41,10/16/2022,20:33:24,0.087,4.898
dash,Jicama Salad With Cucumber And Lime,mexican,6.54,70.37,0.97,10/16/2022,20:33:24,0.093,72.546
dash,Peanut Butter Soufflé recipes,american,58.43,145.31,157.47,10/16/2022,20:33:24,0.402,0.923
dash,Sour Cream Cheesecake,american,48.13,274.31,275.52,10/16/2022,20:33:24,0.175,0.996
dash,Cherry-Grapefruit Basil Sorbet,american,6.69,193.45,1.25,10/16/2022,20:33:24,0.035,154.76
dash,Aunt Trish’s Salad Dressing recipes,american,14.9,14.82,172.03,10/16/2022,20:33:24,1.005,0.086
dash,Muckraker Punch Recipe,world,0.17,11.19,0.11,10/16/2022,20:33:24,0.015,101.727
dash,Overnight Quinoa Pudding,british,32.93,142.61,20.24,10/16/2022,20:33:24,0.231,7.046
dash,Fresh Mozzarella on Bruschetta with Garlic Pesto,italian,83.6,179.14,262.64,10/16/2022,20:33:24,0.467,0.682
dash,Lemon Verbena-Buttermilk Sherbet,british,20.83,234.28,5.53,10/16/2022,20:33:24,0.089,42.365
dash,Kim in the Swim,american,0.19,23.46,0.04,10/16/2022,20:33:24,0.008,586.5
dash,Turkey Caesar Sandwich,american,30.09,29.48,19.49,10/16/2022,20:33:24,1.021,1.513
dash,Chocolate Chip Meringues with Strawberries,american,4.63,46.28,3.72,10/16/2022,20:33:31,0.1,12.441
dash,"100-Year-Old Cigar (Rum, Scotch, and Cynar Cocktail) Recipe",world,0.03,9.13,0.09,10/16/2022,20:33:31,0.003,101.444
dash,Hot Crab Dip Recipe,american,44.74,13.73,112.39,10/16/2022,20:33:31,3.259,0.122
dash,Kicked Up Out of the Can French Onion Soup,french,66.72,185.0,40.84,10/16/2022,20:33:31,0.361,4.53
dash,Quick and Simple No-Tahini Hummus,mediterranean,62.57,209.24,240.07,10/16/2022,20:33:31,0.299,0.872
dash,Spinach Oshitashi Style recipes,american,21.28,26.44,5.36,10/16/2022,20:33:31,0.805,4.933
dash,Kimchi Avocado Quesadilla recipes,mexican,60.22,68.31,112.34,10/16/2022,20:33:31,0.882,0.608
dash,Mama Jean's Chicken Noodle Soup,asian,195.69,234.27,75.4,10/16/2022,20:33:31,0.835,3.107
dash,Golden Yellow Mustard,american,9.35,27.11,39.38,10/16/2022,20:33:31,0.345,0.688
dash,Fall Classic,american,2.59,115.57,0.83,10/16/2022,20:33:31,0.022,139.241
dash,Cranberry-Chocolate Fudge,american,27.92,370.54,145.28,10/16/2022,20:33:31,0.075,2.551
dash,Roasted Fish Sauce Brussels Sprouts,italian,38.73,144.8,29.92,10/16/2022,20:33:31,0.267,4.84
dash,Cheese & Chutney Tostados,indian,59.66,66.27,43.85,10/16/2022,20:33:31,0.9,1.511
dash,Butternut Squash 'Chawanmushi',south east asian,31.57,47.15,18.66,10/16/2022,20:33:38,0.67,2.527
dash,Goguma Twigim (Pan-Fried Sweet Potatoes),american,19.05,173.92,28.42,10/16/2022,20:33:38,0.11,6.12
dash,Chocolate-Hazelnut Meringue Kisses,british,21.28,207.12,32.13,10/16/2022,20:33:38,0.103,6.446
dash,Grilled Sweet and Tangy Pork Chops,american,168.38,37.09,73.51,10/16/2022,20:33:38,4.54,0.505
dash,Grilled Steak and Onion Salad,mediterranean,105.7,47.67,75.37,10/16/2022,20:33:38,2.217,0.632
dash,Stir-Fried Shrimp With Snow Peas And Ginger,chinese,98.51,20.68,31.74,10/16/2022,20:33:38,4.764,0.652
dash,Martha's Sandwich with Bitter Greens recipes,american,51.45,99.25,42.49,10/16/2022,20:33:38,0.518,2.336
dash,The Sea Grill's Grilled Day Boat Sea Scallops,mediterranean,29.83,57.47,231.72,10/16/2022,20:33:38,0.519,0.248
dash,Mashed Potatoes and Parsnips,american,28.46,227.57,44.81,10/16/2022,20:33:38,0.125,5.079
dash,Sweet & Smoky Brisket,french,341.99,126.64,446.5,10/16/2022,20:33:38,2.7,0.284
dash,Smooth guacamole,mexican,8.77,59.99,23.14,10/16/2022,20:33:38,0.146,2.592
dash,Creamy Broccoli Soup recipes,american,22.52,56.59,18.39,10/16/2022,20:33:38,0.398,3.077
dash,West Indies Salad,french,83.88,39.07,112.79,10/16/2022,20:33:38,2.147,0.346
dash,Parmesan Shrimp Quesadillas,mexican,96.53,80.5,75.63,10/16/2022,20:33:38,1.199,1.064
dash,Le Bleu Glacier,world,0.19,5.71,0.05,10/16/2022,20:33:38,0.033,114.2
dash,Roasted Root Vegetable Soup with Grilled Cheese Croutons,american,80.42,267.79,85.29,10/16/2022,20:33:38,0.3,3.14
